customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Monthly_Charge_Range,Predicted_Churn_Probability,Churn_Risk_Percentage,Predicted_Churn,Prediction_Correct,Churn_Risk_Category,Churn_Risk_Score,Retention_Priority,Retention_Action,High_Risk_Flag
2121-JAFOM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,49–72 Months,$90.01–$120,0.05219010269014652,5.22,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8818-DOPVL,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,25–48 Months,$90.01–$120,0.5838439886577241,58.38,Yes,No,Medium Risk,58,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2632-UCGVD,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,49–72 Months,$90.01–$120,0.32062180855824385,32.06,No,No,Medium Risk,32,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
5445-PZWGX,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,49–72 Months,$90.01–$120,0.08970286875875778,8.97,No,No,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1227-UDMZR,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,49–72 Months,$90.01–$120,0.016810757417159428,1.68,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5198-HQAEN,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,25–48 Months,$70.01–$90,0.20209744415783693,20.21,No,Yes,Low Risk,20,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9170-CCKOU,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,13–24 Months,$90.01–$120,0.3219693247971502,32.2,No,No,Medium Risk,32,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2167-FQSTQ,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,49–72 Months,$90.01–$120,0.02473578494076427,2.47,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2819-GWENI,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,No,25–48 Months,$0–$35,0.026322508044446507,2.63,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,49–72 Months,$0–$35,0.008832574753326381,0.88,No,No,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3814-MLAXC,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,25–48 Months,$70.01–$90,0.3470152314717852,34.7,No,No,Medium Risk,35,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3572-UUHRS,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,No,25–48 Months,$0–$35,0.014284373004460248,1.43,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2692-PFYTJ,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No,0–12 Months,$0–$35,0.30930677212292923,30.93,No,Yes,Medium Risk,31,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1226-UDFZR,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,0–12 Months,$35.01–$70,0.38677878559328777,38.68,No,No,Medium Risk,39,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
5955-EPOAZ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,0–12 Months,$0–$35,0.2092633808475225,20.93,No,Yes,Low Risk,21,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6821-JPCDC,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,25–48 Months,$90.01–$120,0.29509715331888287,29.51,No,Yes,Low Risk,30,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8815-LMFLX,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,25–48 Months,$0–$35,0.10368610362963798,10.37,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9135-HSWOC,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,49–72 Months,$0–$35,0.003634093806631598,0.36,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8582-KRHPJ,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,49–72 Months,$0–$35,0.08552329106301924,8.55,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5811-IWXYM,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,49–72 Months,$90.01–$120,0.17831255895022796,17.83,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7044-YAACC,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,0–12 Months,$70.01–$90,0.7174509450416663,71.75,Yes,No,High Risk,72,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
8189-XRIKE,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No,25–48 Months,$90.01–$120,0.5311555455937684,53.12,Yes,No,Medium Risk,53,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1506-YJTYT,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371.0,No,25–48 Months,$70.01–$90,0.014904536584289599,1.49,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4123-DVHPH,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No,0–12 Months,$70.01–$90,0.6849622486739267,68.5,Yes,No,High Risk,68,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer technical support retention package,Yes
6425-YQLLO,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,49–72 Months,$90.01–$120,0.18101324322874418,18.1,No,No,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5442-UTCVD,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,0–12 Months,$90.01–$120,0.6574427600420397,65.74,Yes,Yes,High Risk,66,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2228-BZDEE,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,No,49–72 Months,$0–$35,0.005102565247464226,0.51,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7734-DBOAI,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,0–12 Months,$35.01–$70,0.4722930869084347,47.23,No,No,Medium Risk,47,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2789-CZANW,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,49–72 Months,$90.01–$120,0.0348676858203902,3.49,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2091-RFFBA,Female,1,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,25–48 Months,$70.01–$90,0.568282442204487,56.83,Yes,Yes,Medium Risk,57,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2114-MGINA,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,13–24 Months,$70.01–$90,0.6387527875747752,63.88,Yes,Yes,High Risk,64,Priority 2 - High,Offer contract upgrade incentive; Offer security service retention package; Offer technical support retention package,Yes
7596-LDUXP,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,No,0–12 Months,$70.01–$90,0.30556807332416797,30.56,No,Yes,Medium Risk,31,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3740-RLMVT,Male,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,49–72 Months,$35.01–$70,0.013864705591843695,1.39,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4489-SNOJF,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,25–48 Months,$70.01–$90,0.12488952871541896,12.49,No,No,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2192-OZITF,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No,25–48 Months,$70.01–$90,0.0213434512170167,2.13,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5651-CPDND,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,0–12 Months,$35.01–$70,0.2729503276615512,27.3,No,Yes,Low Risk,27,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2186-QZEYA,Female,1,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,25–48 Months,$35.01–$70,0.180385388165217,18.04,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1131-ALZWV,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No,13–24 Months,$0–$35,0.04873046528100352,4.87,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7729-XBTWX,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,No,49–72 Months,$0–$35,0.0035884596831263892,0.36,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9134-WYRVP,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,49–72 Months,$70.01–$90,0.08987689933985346,8.99,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3284-SVCRO,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,25–48 Months,$0–$35,0.010942212778052875,1.09,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9732-OUYRN,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No,49–72 Months,$0–$35,0.011437654385353282,1.14,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0559-CKHUS,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No,25–48 Months,$0–$35,0.02362849951524488,2.36,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2931-SVLTV,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,25–48 Months,$90.01–$120,0.27724776945323787,27.72,No,Yes,Low Risk,28,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6899-PPEEA,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,25–48 Months,$90.01–$120,0.6627010113445885,66.27,Yes,Yes,High Risk,66,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
7504-UWHNB,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,25–48 Months,$35.01–$70,0.41821090052673093,41.82,No,Yes,Medium Risk,42,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2582-FFFZR,Female,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,13–24 Months,$35.01–$70,0.5441852906335187,54.42,Yes,No,Medium Risk,54,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8908-NMQTX,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,49–72 Months,$35.01–$70,0.01389154055263702,1.39,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2187-LZGPL,Female,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,0–12 Months,$35.01–$70,0.5001049626892734,50.01,Yes,Yes,Medium Risk,50,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,25–48 Months,$70.01–$90,0.029260561106606943,2.93,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6288-LBEAR,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,13–24 Months,$70.01–$90,0.3280293048406969,32.8,No,Yes,Medium Risk,33,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4597-NUCQV,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,13–24 Months,$90.01–$120,0.7151597540895216,71.52,Yes,Yes,High Risk,72,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
9019-QVLZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,0–12 Months,$70.01–$90,0.6707195681957006,67.07,Yes,Yes,High Risk,67,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
8413-YNHNV,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,49–72 Months,$90.01–$120,0.013706487959929936,1.37,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5808-TOTXO,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,0–12 Months,$0–$35,0.09898367858611458,9.9,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4369-NYSCF,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,49–72 Months,$70.01–$90,0.0492984869109481,4.93,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6333-YDVLT,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,49–72 Months,$90.01–$120,0.12243252626409373,12.24,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No,49–72 Months,$0–$35,0.006420169633972348,0.64,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5599-HVLTW,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,13–24 Months,$70.01–$90,0.6034993888228241,60.35,Yes,No,High Risk,60,Priority 2 - High,Offer contract upgrade incentive; Offer security service retention package; Offer technical support retention package,Yes
7394-LWLYN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,0–12 Months,$70.01–$90,0.6924860259953018,69.25,Yes,No,High Risk,69,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
3707-LRWZD,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,25–48 Months,$70.01–$90,0.34352443086782525,34.35,No,No,Medium Risk,34,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6873-UDNLD,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,25–48 Months,$35.01–$70,0.12431322512956901,12.43,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2700-LUEVA,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,0–12 Months,$0–$35,0.17613126683391434,17.61,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1455-ESIQH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,0–12 Months,$70.01–$90,0.7918417036263682,79.18,Yes,Yes,High Risk,79,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
0958-YHXGP,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,0–12 Months,$35.01–$70,0.5838782285465243,58.39,Yes,No,Medium Risk,58,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1101-SSWAG,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,13–24 Months,$35.01–$70,0.44525917450994335,44.53,No,Yes,Medium Risk,45,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2979-SXESE,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,13–24 Months,$90.01–$120,0.468428243450402,46.84,No,No,Medium Risk,47,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4013-TLDHQ,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,13–24 Months,$70.01–$90,0.5257099347742588,52.57,Yes,Yes,Medium Risk,53,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
5743-KHMNA,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No,49–72 Months,$0–$35,0.003249939034444226,0.32,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4194-FJARJ,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,49–72 Months,$35.01–$70,0.008747097818789067,0.87,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5325-UWTWJ,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,25–48 Months,$90.01–$120,0.25255737631824965,25.26,No,Yes,Low Risk,25,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3969-GYXEL,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,0–12 Months,$70.01–$90,0.4249770904467711,42.5,No,Yes,Medium Risk,42,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9208-OLGAQ,Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,13–24 Months,$70.01–$90,0.6529367748211159,65.29,Yes,No,High Risk,65,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
3244-CQPHU,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,49–72 Months,$90.01–$120,0.05565449939901241,5.57,No,Yes,Low Risk,6,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2674-MLXMN,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,49–72 Months,$90.01–$120,0.30443487646135053,30.44,No,Yes,Medium Risk,30,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9708-HPXWZ,Male,1,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,0–12 Months,$35.01–$70,0.41000176423291,41.0,No,Yes,Medium Risk,41,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,25–48 Months,$35.01–$70,0.07197728488291351,7.2,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,0–12 Months,$35.01–$70,0.26147158619862976,26.15,No,Yes,Low Risk,26,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3754-DXMRT,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,0–12 Months,$35.01–$70,0.5494758069199108,54.95,Yes,Yes,Medium Risk,55,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
5792-JALQC,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,49–72 Months,$35.01–$70,0.018298082320007444,1.83,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,0–12 Months,$70.01–$90,0.7382346618704436,73.82,Yes,Yes,High Risk,74,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2200-DSAAL,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,49–72 Months,$70.01–$90,0.04754637685719658,4.75,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4302-ZYFEL,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,49–72 Months,$0–$35,0.00533354020308283,0.53,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,25–48 Months,$35.01–$70,0.07406485523804529,7.41,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4366-CTOUZ,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,49–72 Months,$90.01–$120,0.0931704641024485,9.32,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6121-VZNQB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,0–12 Months,$0–$35,0.2576223932147221,25.76,No,No,Low Risk,26,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7903-CMPEY,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,0–12 Months,$70.01–$90,0.710336127324067,71.03,Yes,Yes,High Risk,71,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer technical support retention package,Yes
1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,25–48 Months,$35.01–$70,0.16655605179146532,16.66,No,Yes,Low Risk,17,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
